운행일자,요일,월,주운행선,운행거리_km,수송품목,화물중량_톤,상하,출발시간대,공차회송여부,결합배송여부,장마철여부,동절기여부,운휴_지연위험_실현
2026-04-07,화,4,충북선,193.9,유류,6.6,하,야간(18-24),0,1,0,0,0
2026-06-18,목,6,중앙선,240.0,광석,2.6,상,새벽(00-06),0,1,1,0,0
2026-06-06,토,6,충북선,161.3,시멘트,9.8,하,오후(12-18),1,1,1,0,0
2026-04-30,목,4,충북선,149.1,시멘트,6.7,상,새벽(00-06),0,1,0,0,0
2026-09-12,토,9,장항선,177.3,석탄,17.8,상,새벽(00-06),0,0,0,0,0
2026-04-22,수,4,장항선,159.9,컨테이너,15.1,상,오전(06-12),1,0,0,0,0
2026-10-07,수,10,전라선,227.4,광석,9.1,상,오후(12-18),1,1,0,0,0
2026-04-02,목,4,부산신항선,10.6,컨테이너,15.1,상,새벽(00-06),0,1,0,0,0
2026-11-12,목,11,태백선,169.3,컨테이너,11.4,상,오후(12-18),0,0,0,0,0
2026-05-14,목,5,경부선,343.9,컨테이너,10.4,상,야간(18-24),0,0,0,0,0
2026-01-15,목,1,호남선,267.3,컨테이너,11.7,하,오전(06-12),0,0,0,1,0
2026-02-24,화,2,부산신항선,5.0,시멘트,22.6,상,새벽(00-06),0,1,0,1,0
2026-10-22,목,10,중앙선,150.7,철강,15.9,하,오후(12-18),1,0,0,0,0
2026-11-15,일,11,경부선,306.0,시멘트,10.2,하,새벽(00-06),0,0,0,0,0
2026-03-19,목,3,충북선,198.6,석탄,17.4,상,새벽(00-06),0,0,0,0,0
2026-08-08,토,8,중앙선,189.5,컨테이너,17.1,상,새벽(00-06),0,0,1,0,0
2026-07-29,수,7,장항선,150.2,시멘트,13.6,하,새벽(00-06),0,1,1,0,0
2026-02-18,수,2,충북선,155.2,시멘트,10.0,하,오후(12-18),0,1,0,1,1
2026-06-14,일,6,경부선,272.3,시멘트,9.6,상,오전(06-12),0,0,1,0,0
2026-09-11,금,9,경부선,264.5,컨테이너,5.5,상,야간(18-24),0,0,0,0,0
2026-12-20,일,12,부산신항선,16.6,철강,13.1,상,오후(12-18),0,1,0,1,0
2026-11-06,금,11,경부선,306.1,컨테이너,8.3,상,야간(18-24),0,0,0,0,0
2026-02-05,목,2,전라선,234.6,컨테이너,9.4,하,오후(12-18),0,1,0,1,0
2026-03-28,토,3,경부선,316.5,컨테이너,15.7,하,새벽(00-06),0,0,0,0,1
2026-06-09,화,6,중앙선,184.5,석탄,22.1,상,새벽(00-06),0,0,1,0,1
2026-02-24,화,2,충북선,140.3,컨테이너,14.2,하,새벽(00-06),0,0,0,1,0
2026-07-28,화,7,경부선,307.8,컨테이너,11.4,하,오후(12-18),0,0,1,0,0
2026-01-04,일,1,전라선,239.5,시멘트,11.9,하,오후(12-18),0,0,0,1,0
2026-02-11,수,2,전라선,272.0,시멘트,18.8,상,새벽(00-06),0,1,0,1,1
2026-01-18,일,1,경부선,358.1,컨테이너,14.3,하,오후(12-18),0,0,0,1,1
2026-04-18,토,4,중앙선,150.6,석탄,13.2,상,새벽(00-06),1,1,0,0,0
2026-10-06,화,10,전라선,259.1,석탄,13.6,상,오후(12-18),0,0,0,0,0
2026-03-06,금,3,전라선,243.7,컨테이너,3.4,하,오전(06-12),0,1,0,0,1
2026-12-27,일,12,충북선,145.7,컨테이너,14.3,상,새벽(00-06),0,0,0,1,1
2026-04-09,목,4,장항선,183.2,시멘트,6.7,하,오전(06-12),0,1,0,0,0
2026-01-17,토,1,경부선,343.1,기타,14.4,하,야간(18-24),0,0,0,1,0
2026-05-03,일,5,경부선,322.1,철강,7.6,하,오후(12-18),0,0,0,0,0
2026-10-01,목,10,전라선,243.8,컨테이너,15.5,하,오전(06-12),0,0,0,0,0
2026-02-08,일,2,전라선,203.5,기타,11.1,상,오전(06-12),0,1,0,1,0
2026-01-27,화,1,태백선,175.4,시멘트,5.1,상,오전(06-12),0,0,0,1,0
2026-11-07,토,11,경부선,243.0,시멘트,10.3,상,새벽(00-06),0,1,0,0,0
2026-08-05,수,8,충북선,175.7,광석,25.0,상,오후(12-18),0,1,1,0,0
2026-05-06,수,5,전라선,240.4,철강,1.0,상,새벽(00-06),0,0,0,0,0
2026-10-03,토,10,경부선,345.9,시멘트,13.0,하,오전(06-12),0,1,0,0,0
2026-11-05,목,11,충북선,143.6,시멘트,5.9,상,새벽(00-06),0,0,0,0,0
2026-05-12,화,5,충북선,190.5,기타,20.3,상,야간(18-24),0,0,0,0,0
2026-07-24,금,7,경부선,315.9,컨테이너,16.9,상,새벽(00-06),0,0,1,0,0
2026-01-04,일,1,중앙선,151.8,시멘트,13.1,상,오전(06-12),0,0,0,1,1
2026-04-22,수,4,경부선,276.4,시멘트,17.5,상,오전(06-12),0,0,0,0,0
2026-08-06,목,8,부산신항선,11.0,기타,13.5,상,야간(18-24),0,0,1,0,0
2026-03-13,금,3,경부선,256.3,컨테이너,12.0,하,야간(18-24),0,1,0,0,0
2026-12-28,월,12,경부선,392.2,컨테이너,8.4,상,새벽(00-06),0,0,0,1,0
2026-12-21,월,12,경부선,362.2,시멘트,9.8,상,새벽(00-06),0,0,0,1,0
2026-04-05,일,4,경부선,393.3,컨테이너,9.2,상,오후(12-18),0,0,0,0,0
2026-05-25,월,5,경부선,389.1,석탄,12.1,하,새벽(00-06),1,0,0,0,0
2026-03-11,수,3,충북선,152.5,시멘트,1.0,상,새벽(00-06),0,0,0,0,0
2026-07-03,금,7,경부선,285.4,유류,18.2,상,새벽(00-06),0,1,1,0,0
2026-02-15,일,2,경부선,213.1,철강,23.7,하,새벽(00-06),0,0,0,1,0
2026-05-23,토,5,경부선,304.0,시멘트,9.4,하,오후(12-18),0,0,0,0,0
2026-07-22,수,7,중앙선,255.1,유류,19.0,상,오전(06-12),0,0,1,0,0
2026-08-12,수,8,경부선,287.1,컨테이너,11.2,하,오전(06-12),0,0,1,0,0
2026-08-06,목,8,충북선,156.1,시멘트,8.4,하,새벽(00-06),0,0,1,0,0
2026-03-22,일,3,전라선,212.8,시멘트,9.7,하,새벽(00-06),0,0,0,0,0
2026-10-17,토,10,전라선,240.6,컨테이너,12.5,하,야간(18-24),0,0,0,0,1
2026-09-10,목,9,경부선,371.6,컨테이너,7.7,상,오전(06-12),0,1,0,0,0
2026-10-02,금,10,태백선,104.7,시멘트,15.6,상,야간(18-24),0,1,0,0,1
2026-06-20,토,6,전라선,189.0,시멘트,8.9,상,야간(18-24),0,0,1,0,0
2026-11-22,일,11,경부선,379.7,석탄,5.6,하,오전(06-12),0,0,0,0,0
2026-05-23,토,5,중앙선,219.0,컨테이너,11.9,하,야간(18-24),0,0,0,0,0
2026-10-22,목,10,장항선,174.4,컨테이너,7.8,상,새벽(00-06),0,1,0,0,0
2026-03-16,월,3,중앙선,253.0,기타,10.0,하,오전(06-12),0,0,0,0,0
2026-04-01,수,4,중앙선,145.5,컨테이너,11.7,상,오후(12-18),0,0,0,0,0
2026-07-12,일,7,충북선,184.6,기타,4.0,상,새벽(00-06),0,0,1,0,0
2026-07-22,수,7,경부선,317.5,철강,20.8,상,오후(12-18),1,1,1,0,1
2026-09-30,수,9,영동선,118.9,석탄,16.9,상,야간(18-24),0,0,0,0,0
2026-04-19,일,4,경부선,224.7,컨테이너,8.2,하,야간(18-24),1,0,0,0,0
2026-11-15,일,11,경부선,309.8,유류,11.9,상,오전(06-12),0,0,0,0,0
2026-05-01,금,5,경부선,349.7,광석,15.8,상,오후(12-18),0,0,0,0,0
2026-07-14,화,7,중앙선,191.1,철강,13.3,하,오후(12-18),0,0,1,0,0
2026-12-07,월,12,부산신항선,14.4,석탄,23.3,하,오전(06-12),0,0,0,1,0
2026-07-16,목,7,태백선,159.9,시멘트,10.6,하,오전(06-12),0,1,1,0,0
2026-09-06,일,9,부산신항선,7.7,컨테이너,19.1,상,오후(12-18),1,1,0,0,1
2026-11-28,토,11,충북선,181.9,기타,4.0,하,오전(06-12),0,0,0,0,0
2026-12-22,화,12,중앙선,158.6,컨테이너,4.9,상,오후(12-18),0,0,0,1,1
2026-07-02,목,7,중앙선,195.2,시멘트,22.1,하,새벽(00-06),1,0,1,0,1
2026-06-02,화,6,경부선,346.4,시멘트,9.4,상,오후(12-18),0,0,1,0,0
2026-03-13,금,3,부산신항선,8.1,철강,5.0,하,오전(06-12),0,0,0,0,0
2026-07-16,목,7,중앙선,220.8,철강,11.7,상,새벽(00-06),0,0,1,0,0
2026-12-02,수,12,중앙선,175.6,석탄,19.6,하,야간(18-24),0,0,0,1,0
2026-06-27,토,6,충북선,146.8,컨테이너,7.4,상,오전(06-12),0,0,1,0,0
2026-05-08,금,5,장항선,193.7,컨테이너,11.7,상,오후(12-18),0,1,0,0,0
2026-02-09,월,2,경부선,286.8,컨테이너,1.0,상,새벽(00-06),0,0,0,1,0
2026-05-23,토,5,전라선,202.8,기타,9.2,하,새벽(00-06),0,0,0,0,0
2026-03-28,토,3,전라선,260.6,컨테이너,18.0,상,야간(18-24),1,1,0,0,1
2026-12-23,수,12,태백선,137.7,기타,7.3,상,오전(06-12),0,0,0,1,0
2026-07-12,일,7,경부선,262.0,컨테이너,4.4,하,새벽(00-06),0,1,1,0,0
2026-02-20,금,2,경부선,354.4,유류,7.3,하,오전(06-12),0,0,0,1,0
2026-01-25,일,1,중앙선,179.1,시멘트,8.3,상,오전(06-12),0,0,0,1,1
2026-11-07,토,11,태백선,107.4,유류,16.6,상,야간(18-24),0,1,0,0,0
2026-12-06,일,12,영동선,72.2,석탄,14.3,하,새벽(00-06),0,0,0,1,0
2026-10-06,화,10,충북선,183.9,철강,15.4,하,오전(06-12),0,1,0,0,0
2026-02-15,일,2,경부선,285.8,철강,12.2,하,오전(06-12),0,0,0,1,1
2026-02-05,목,2,경부선,270.4,컨테이너,8.3,상,새벽(00-06),0,1,0,1,0
2026-03-14,토,3,충북선,177.3,광석,7.3,하,오후(12-18),0,0,0,0,0
2026-10-02,금,10,경부선,352.4,석탄,14.6,하,새벽(00-06),0,0,0,0,0
2026-10-07,수,10,충북선,141.6,컨테이너,21.5,상,새벽(00-06),1,0,0,0,0
2026-11-02,월,11,태백선,153.8,컨테이너,6.4,하,오전(06-12),0,0,0,0,0
2026-02-05,목,2,중앙선,265.2,시멘트,5.9,상,오전(06-12),0,0,0,1,0
2026-02-25,수,2,중앙선,240.4,유류,5.2,하,야간(18-24),0,0,0,1,0
2026-11-25,수,11,경부선,367.8,철강,17.0,상,오후(12-18),1,1,0,0,0
2026-12-05,토,12,경부선,332.8,컨테이너,11.7,상,새벽(00-06),0,0,0,1,0
2026-09-22,화,9,전라선,216.1,석탄,15.3,상,새벽(00-06),0,0,0,0,0
2026-02-08,일,2,중앙선,191.3,컨테이너,9.0,상,오후(12-18),0,1,0,1,1
2026-01-26,월,1,경부선,337.8,컨테이너,15.7,하,새벽(00-06),0,0,0,1,1
2026-01-21,수,1,경부선,269.9,유류,10.3,하,새벽(00-06),1,1,0,1,0
2026-09-10,목,9,경부선,289.4,컨테이너,2.7,하,야간(18-24),0,0,0,0,0
2026-11-05,목,11,전라선,186.6,시멘트,17.5,상,오후(12-18),0,0,0,0,0
2026-08-19,수,8,충북선,167.2,컨테이너,11.8,상,오전(06-12),0,1,1,0,1
2026-04-06,월,4,충북선,163.4,컨테이너,10.1,하,새벽(00-06),0,0,0,0,1
2026-10-04,일,10,중앙선,170.5,컨테이너,13.7,상,야간(18-24),0,1,0,0,0
2026-01-22,목,1,경부선,353.0,컨테이너,3.3,상,오후(12-18),0,0,0,1,0
2026-10-30,금,10,중앙선,156.7,시멘트,14.6,하,오전(06-12),0,0,0,0,0
2026-11-22,일,11,경부선,292.6,광석,8.4,하,오전(06-12),0,1,0,0,0
2026-09-20,일,9,호남선,227.7,컨테이너,11.1,상,야간(18-24),0,0,0,0,0
2026-11-17,화,11,경부선,357.4,유류,18.8,상,새벽(00-06),1,1,0,0,1
2026-08-02,일,8,중앙선,165.4,석탄,15.9,하,오후(12-18),0,0,1,0,0
2026-06-20,토,6,경부선,329.5,컨테이너,10.9,상,야간(18-24),0,0,1,0,1
2026-04-28,화,4,장항선,164.0,컨테이너,11.4,하,오전(06-12),0,1,0,0,0
2026-12-03,목,12,경부선,312.3,컨테이너,1.0,하,야간(18-24),0,1,0,1,0
2026-09-12,토,9,호남선,211.8,철강,7.1,하,새벽(00-06),0,0,0,0,0
2026-03-11,수,3,경부선,342.6,철강,13.0,하,오후(12-18),0,0,0,0,0
2026-12-16,수,12,태백선,141.9,컨테이너,7.4,상,오전(06-12),0,1,0,1,0
2026-01-22,목,1,전라선,237.6,컨테이너,4.0,상,오전(06-12),0,1,0,1,0
2026-08-03,월,8,경부선,277.1,컨테이너,14.9,상,오후(12-18),0,1,1,0,0
2026-03-11,수,3,경부선,335.7,석탄,19.8,상,오후(12-18),0,1,0,0,1
2026-08-31,월,8,중앙선,212.6,컨테이너,7.7,하,오전(06-12),0,0,1,0,0
2026-05-31,일,5,태백선,149.3,시멘트,17.3,상,오전(06-12),0,1,0,0,0
2026-06-09,화,6,태백선,121.1,석탄,16.3,상,오전(06-12),0,1,1,0,0
2026-09-03,목,9,경부선,356.8,석탄,6.1,하,야간(18-24),0,0,0,0,0
2026-10-03,토,10,중앙선,147.2,컨테이너,7.6,하,야간(18-24),1,1,0,0,0
2026-05-19,화,5,경부선,303.0,시멘트,22.8,상,오전(06-12),0,0,0,0,0
2026-12-31,목,12,경부선,309.2,시멘트,5.3,상,오전(06-12),0,0,0,1,0
2026-07-01,수,7,전라선,191.5,유류,8.3,하,야간(18-24),0,0,1,0,0
2026-02-28,토,2,중앙선,183.1,시멘트,23.8,상,야간(18-24),1,0,0,1,1
2026-01-03,토,1,경부선,329.1,시멘트,8.6,상,오후(12-18),0,0,0,1,1
2026-03-15,일,3,태백선,99.0,컨테이너,20.1,상,오후(12-18),0,1,0,0,0
2026-09-10,목,9,장항선,171.7,석탄,5.9,상,새벽(00-06),0,0,0,0,0
2026-07-16,목,7,장항선,144.6,석탄,12.8,하,새벽(00-06),0,0,1,0,0
2026-05-04,월,5,경부선,401.9,철강,18.5,상,오전(06-12),0,0,0,0,0
2026-06-25,목,6,부산신항선,11.2,석탄,9.2,상,오전(06-12),0,1,1,0,0
2026-11-02,월,11,충북선,164.4,유류,12.6,하,오후(12-18),0,1,0,0,0
2026-07-28,화,7,충북선,167.1,유류,16.5,상,야간(18-24),0,0,1,0,0
2026-01-22,목,1,경부선,344.4,컨테이너,6.6,상,야간(18-24),1,0,0,1,1
2026-01-18,일,1,부산신항선,13.5,컨테이너,25.0,상,새벽(00-06),0,0,0,1,0
2026-06-25,목,6,충북선,122.2,광석,18.2,상,오후(12-18),0,0,1,0,0
2026-05-28,목,5,태백선,161.7,철강,9.9,하,야간(18-24),1,0,0,0,0
2026-11-07,토,11,전라선,266.8,기타,10.6,하,새벽(00-06),0,0,0,0,1
2026-08-01,토,8,장항선,178.3,시멘트,23.5,하,새벽(00-06),0,1,1,0,0
2026-10-04,일,10,전라선,225.8,기타,9.9,상,야간(18-24),0,0,0,0,0
2026-08-02,일,8,호남선,130.6,컨테이너,9.2,상,새벽(00-06),0,1,1,0,0
2026-05-07,목,5,경부선,270.4,시멘트,18.9,하,오후(12-18),0,0,0,0,0
2026-08-28,금,8,경부선,341.0,시멘트,3.6,상,오전(06-12),1,0,1,0,1
2026-08-15,토,8,전라선,265.4,컨테이너,11.5,상,오전(06-12),0,0,1,0,1
2026-09-20,일,9,충북선,179.5,컨테이너,12.5,하,야간(18-24),0,0,0,0,1
2026-03-11,수,3,충북선,159.4,컨테이너,7.8,하,오전(06-12),0,0,0,0,1
2026-08-23,일,8,전라선,287.2,컨테이너,2.6,하,오전(06-12),0,1,1,0,0
2026-04-15,수,4,충북선,186.4,광석,12.4,상,새벽(00-06),0,0,0,0,0
2026-10-16,금,10,장항선,171.7,기타,16.1,상,새벽(00-06),0,0,0,0,0
2026-10-19,월,10,중앙선,269.7,광석,7.9,상,오전(06-12),0,0,0,0,0
2026-08-17,월,8,태백선,113.6,기타,4.9,상,오후(12-18),0,0,1,0,1
2026-12-12,토,12,경부선,261.3,유류,19.5,하,새벽(00-06),0,0,0,1,0
2026-07-16,목,7,충북선,150.8,광석,15.2,하,오전(06-12),0,0,1,0,0
2026-01-10,토,1,부산신항선,8.3,컨테이너,9.8,상,오전(06-12),0,0,0,1,0
2026-08-10,월,8,경부선,305.6,컨테이너,17.5,하,야간(18-24),0,0,1,0,0
2026-10-11,일,10,중앙선,221.2,유류,13.5,상,새벽(00-06),0,1,0,0,0
2026-02-06,금,2,중앙선,192.1,시멘트,22.7,상,야간(18-24),0,0,0,1,1
2026-02-08,일,2,충북선,161.1,철강,16.0,상,야간(18-24),1,0,0,1,0
2026-04-10,금,4,중앙선,195.4,시멘트,3.7,상,새벽(00-06),0,0,0,0,1
2026-11-05,목,11,경부선,227.7,컨테이너,8.0,하,오전(06-12),0,1,0,0,0
2026-07-12,일,7,부산신항선,6.1,컨테이너,8.3,하,오후(12-18),0,0,1,0,1
2026-12-23,수,12,경부선,304.8,철강,13.9,하,새벽(00-06),0,0,0,1,0
2026-11-15,일,11,충북선,140.2,시멘트,10.2,상,야간(18-24),1,1,0,0,1
2026-07-22,수,7,충북선,155.5,시멘트,5.2,상,야간(18-24),0,0,1,0,0
2026-09-05,토,9,경부선,376.4,석탄,15.5,하,오후(12-18),0,0,0,0,0
2026-05-01,금,5,경부선,317.2,시멘트,18.0,하,새벽(00-06),0,0,0,0,1
2026-02-02,월,2,영동선,90.0,시멘트,11.4,하,새벽(00-06),0,0,0,1,0
2026-05-26,화,5,전라선,205.6,석탄,13.3,하,오전(06-12),0,0,0,0,1
2026-08-05,수,8,경부선,388.6,시멘트,6.2,상,새벽(00-06),0,0,1,0,0
2026-03-08,일,3,장항선,210.2,광석,8.9,하,야간(18-24),1,0,0,0,1
2026-03-22,일,3,충북선,176.2,시멘트,9.1,상,오전(06-12),0,1,0,0,0
2026-01-06,화,1,경부선,257.7,기타,15.4,상,오후(12-18),0,0,0,1,0
2026-09-25,금,9,전라선,238.6,유류,13.5,상,오후(12-18),0,0,0,0,0
2026-11-25,수,11,중앙선,206.7,광석,10.0,상,새벽(00-06),0,1,0,0,0
2026-10-30,금,10,경부선,321.2,철강,9.8,하,오후(12-18),0,0,0,0,0
2026-05-19,화,5,부산신항선,8.9,시멘트,1.0,하,야간(18-24),0,1,0,0,0
2026-08-05,수,8,경부선,305.7,시멘트,21.6,하,오전(06-12),0,0,1,0,1
2026-12-17,목,12,경부선,294.6,시멘트,1.0,상,오후(12-18),0,1,0,1,1
2026-08-04,화,8,경부선,274.4,컨테이너,14.5,하,새벽(00-06),0,0,1,0,1
2026-04-18,토,4,장항선,206.9,컨테이너,12.2,하,오후(12-18),1,0,0,0,0
2026-05-04,월,5,전라선,255.9,컨테이너,10.4,하,야간(18-24),0,0,0,0,0
2026-09-23,수,9,부산신항선,9.7,철강,12.0,상,오후(12-18),0,1,0,0,0
2026-06-12,금,6,경부선,334.3,컨테이너,8.0,하,새벽(00-06),0,0,1,0,0
2026-11-02,월,11,장항선,187.4,시멘트,15.9,상,오전(06-12),0,1,0,0,0
2026-11-12,목,11,충북선,219.9,컨테이너,4.1,하,야간(18-24),0,0,0,0,0
2026-01-14,수,1,중앙선,223.8,컨테이너,14.0,상,오후(12-18),0,1,0,1,1
2026-09-22,화,9,경부선,353.6,시멘트,7.9,상,오전(06-12),0,0,0,0,0
2026-05-16,토,5,태백선,136.3,유류,9.4,상,오후(12-18),0,1,0,0,0
2026-07-09,목,7,경부선,302.8,시멘트,9.6,하,새벽(00-06),0,0,1,0,0
2026-04-07,화,4,충북선,195.9,광석,11.0,하,야간(18-24),0,0,0,0,0
2026-05-15,금,5,충북선,177.6,컨테이너,15.0,상,오전(06-12),0,0,0,0,0
2026-05-01,금,5,경부선,287.0,시멘트,11.8,하,새벽(00-06),0,1,0,0,0
2026-01-19,월,1,영동선,116.6,컨테이너,17.6,하,새벽(00-06),0,0,0,1,0
2026-10-13,화,10,태백선,152.2,컨테이너,18.3,하,새벽(00-06),0,1,0,0,0
2026-02-22,일,2,중앙선,119.9,컨테이너,13.9,상,오후(12-18),1,0,0,1,1
2026-05-18,월,5,전라선,201.7,컨테이너,16.1,상,오후(12-18),0,0,0,0,1
2026-03-12,목,3,중앙선,206.0,철강,24.1,상,오후(12-18),0,1,0,0,0
2026-02-28,토,2,장항선,141.1,석탄,3.5,상,오전(06-12),0,0,0,1,0
2026-05-17,일,5,경부선,249.6,컨테이너,18.5,상,야간(18-24),0,0,0,0,0
2026-12-02,수,12,중앙선,183.8,광석,21.3,하,야간(18-24),0,1,0,1,0
2026-12-11,금,12,중앙선,210.5,석탄,14.6,상,오후(12-18),0,1,0,1,0
2026-05-20,수,5,중앙선,212.1,컨테이너,23.4,하,오후(12-18),0,0,0,0,0
2026-07-04,토,7,중앙선,248.7,시멘트,22.6,하,새벽(00-06),1,1,1,0,1
2026-12-26,토,12,경부선,323.5,컨테이너,10.0,상,야간(18-24),0,0,0,1,0
2026-03-27,금,3,영동선,104.2,유류,10.4,하,새벽(00-06),0,0,0,0,0
2026-12-11,금,12,경부선,267.9,시멘트,15.2,상,야간(18-24),0,0,0,1,0
2026-02-08,일,2,경부선,304.8,컨테이너,8.3,하,오전(06-12),0,0,0,1,0
2026-03-24,화,3,중앙선,218.1,컨테이너,25.0,하,새벽(00-06),1,1,0,0,0
2026-05-04,월,5,충북선,180.1,컨테이너,16.7,상,새벽(00-06),0,0,0,0,0
2026-01-14,수,1,경부선,330.8,시멘트,12.3,상,야간(18-24),0,0,0,1,0
2026-10-25,일,10,충북선,175.0,시멘트,3.5,하,오후(12-18),0,0,0,0,1
2026-11-09,월,11,전라선,267.7,기타,13.5,상,오전(06-12),0,0,0,0,0
2026-05-20,수,5,경부선,323.2,컨테이너,4.9,하,야간(18-24),0,0,0,0,1
2026-11-02,월,11,영동선,130.3,컨테이너,16.6,상,오전(06-12),0,1,0,0,0
2026-10-09,금,10,중앙선,167.9,컨테이너,1.0,상,야간(18-24),0,0,0,0,0
2026-10-20,화,10,충북선,159.5,시멘트,20.3,상,야간(18-24),0,0,0,0,1
2026-10-20,화,10,경부선,301.0,석탄,9.5,하,야간(18-24),0,0,0,0,0
2026-07-29,수,7,전라선,253.2,기타,1.8,하,새벽(00-06),0,0,1,0,1
2026-02-10,화,2,태백선,115.2,철강,11.9,상,야간(18-24),0,0,0,1,0
2026-12-04,금,12,경부선,307.3,컨테이너,12.1,상,오후(12-18),0,0,0,1,0
2026-08-11,화,8,경부선,245.8,광석,11.6,하,오전(06-12),1,0,1,0,1
2026-11-25,수,11,경부선,344.0,유류,20.3,상,야간(18-24),1,0,0,0,0
2026-12-17,목,12,경부선,370.1,컨테이너,14.3,상,새벽(00-06),1,1,0,1,1
2026-03-10,화,3,영동선,123.5,광석,16.8,상,새벽(00-06),0,0,0,0,0
2026-05-27,수,5,충북선,181.6,철강,10.5,하,오후(12-18),0,0,0,0,0
2026-03-12,목,3,충북선,182.3,철강,14.6,상,오후(12-18),0,0,0,0,1
2026-01-19,월,1,호남선,225.7,시멘트,4.1,하,오전(06-12),0,1,0,1,1
2026-12-19,토,12,태백선,147.8,컨테이너,13.5,상,오후(12-18),0,0,0,1,0
2026-12-04,금,12,태백선,149.1,철강,7.5,상,야간(18-24),0,1,0,1,1
2026-12-07,월,12,중앙선,170.4,시멘트,19.9,상,새벽(00-06),0,0,0,1,0
2026-11-19,목,11,중앙선,186.3,기타,12.5,상,오전(06-12),0,0,0,0,0
2026-08-25,화,8,경부선,323.0,컨테이너,16.0,상,새벽(00-06),0,0,1,0,0
2026-07-10,금,7,중앙선,181.6,시멘트,13.6,상,야간(18-24),0,1,1,0,0
2026-12-28,월,12,중앙선,138.5,철강,22.8,상,새벽(00-06),0,0,0,1,0
2026-07-21,화,7,경부선,270.8,시멘트,2.6,상,오전(06-12),0,1,1,0,0
2026-08-23,일,8,중앙선,201.3,시멘트,11.3,상,야간(18-24),0,0,1,0,0
2026-03-19,목,3,중앙선,225.0,석탄,6.2,하,오후(12-18),1,0,0,0,1
2026-09-30,수,9,중앙선,193.6,철강,1.0,상,새벽(00-06),0,0,0,0,0
2026-10-27,화,10,경부선,430.8,시멘트,5.8,하,야간(18-24),0,1,0,0,0
2026-09-05,토,9,중앙선,161.1,컨테이너,19.0,하,새벽(00-06),0,1,0,0,0
2026-07-01,수,7,중앙선,208.9,석탄,11.8,상,오전(06-12),0,1,1,0,0
2026-03-14,토,3,전라선,268.1,시멘트,10.7,상,새벽(00-06),0,1,0,0,0
2026-01-13,화,1,전라선,261.4,철강,16.6,상,오후(12-18),0,1,0,1,0
2026-08-17,월,8,경부선,346.4,석탄,12.7,상,새벽(00-06),0,0,1,0,0
2026-09-07,월,9,경부선,363.0,시멘트,15.7,상,야간(18-24),0,1,0,0,1
2026-10-10,토,10,중앙선,195.2,컨테이너,13.9,상,오후(12-18),0,0,0,0,0
2026-12-13,일,12,경부선,386.7,컨테이너,15.3,하,오전(06-12),0,0,0,1,1
2026-07-01,수,7,중앙선,238.2,컨테이너,9.3,하,야간(18-24),0,1,1,0,0
2026-10-30,금,10,영동선,97.0,시멘트,18.3,상,야간(18-24),0,0,0,0,0
2026-09-19,토,9,경부선,333.1,철강,4.7,상,오전(06-12),1,0,0,0,1
2026-04-12,일,4,중앙선,139.1,기타,11.5,하,오전(06-12),1,0,0,0,1
2026-11-05,목,11,전라선,275.1,시멘트,18.6,하,오전(06-12),0,1,0,0,0
2026-01-20,화,1,충북선,166.9,철강,11.1,하,오전(06-12),0,1,0,1,0
2026-08-07,금,8,경부선,374.2,석탄,9.4,하,야간(18-24),0,1,1,0,0
2026-12-10,목,12,경부선,315.8,시멘트,25.0,상,새벽(00-06),0,0,0,1,0
2026-08-29,토,8,호남선,161.8,시멘트,20.5,하,오전(06-12),1,1,1,0,0
2026-12-09,수,12,경부선,425.7,시멘트,12.8,상,야간(18-24),0,0,0,1,0
2026-01-21,수,1,충북선,164.6,시멘트,6.2,하,야간(18-24),0,0,0,1,0
2026-07-14,화,7,장항선,159.6,광석,1.0,하,새벽(00-06),0,0,1,0,0
2026-10-12,월,10,경부선,366.0,시멘트,16.3,하,새벽(00-06),0,0,0,0,0
2026-08-23,일,8,전라선,290.5,컨테이너,19.6,하,야간(18-24),0,0,1,0,0
2026-11-18,수,11,경부선,312.1,시멘트,14.4,상,야간(18-24),0,1,0,0,0
2026-06-18,목,6,경부선,316.2,기타,1.7,상,오후(12-18),0,0,1,0,0
2026-09-07,월,9,중앙선,201.6,컨테이너,13.0,상,오후(12-18),0,0,0,0,1
2026-06-03,수,6,영동선,93.1,기타,9.1,상,새벽(00-06),0,0,1,0,0
2026-11-15,일,11,경부선,292.6,기타,13.0,상,야간(18-24),0,0,0,0,0
2026-02-13,금,2,경부선,391.5,시멘트,23.7,하,오후(12-18),0,1,0,1,0
2026-04-03,금,4,호남선,204.9,컨테이너,16.7,상,오후(12-18),1,0,0,0,1
2026-02-05,목,2,경부선,286.7,컨테이너,15.5,상,야간(18-24),0,0,0,1,0
2026-09-14,월,9,부산신항선,9.2,컨테이너,11.7,하,야간(18-24),0,0,0,0,0
2026-03-26,목,3,전라선,261.6,시멘트,14.5,상,새벽(00-06),0,0,0,0,0
2026-04-26,일,4,충북선,111.9,철강,7.7,상,새벽(00-06),0,0,0,0,0
2026-11-02,월,11,장항선,184.7,광석,15.3,상,새벽(00-06),0,0,0,0,0
2026-05-12,화,5,전라선,303.3,컨테이너,10.8,하,야간(18-24),0,0,0,0,0
2026-02-23,월,2,경부선,401.4,시멘트,7.1,상,오전(06-12),0,0,0,1,0
